Gene	log2(MB231_day21)-log2(MB231_day7)	log2(LM2_day21)-log2(LM2_day7)
PLA2G4F	-0.562551267	-2.185631503
PLA2G5	-0.236184708	-1.049602043
PLA2G6	-0.547475069	-0.309242311
PLA2G7	-0.94228168	-0.306927645
PLA2R1	-0.676977962	-0.566407935
PLAA	-1.255878176	-0.762070291
PLAC1	-0.347101634	-1.452083842
PLAC1L	0.03782472	0.721012481
PLAC4	-0.436683207	0.600389088
PLAC8	-0.556301374	-1.622078432
PLAC8L1	-0.206919976	-0.775410991
PLAC9	-0.225131082	-0.837678105
PLAG1	-0.774973496	0.453290975
PLAGL1	0.219405042	-0.510490729
PLAGL2	-0.468410657	-1.214101064
PLAT	0.09027052	-0.565463527
PLAU	0.057895663	-0.229411003
PLAUR	-0.132194938	0.031155878
PLB1	0.521849676	-0.610368652
PLBD1	-0.018733006	-2.120534376
PLBD2	-0.254881255	-0.664167317
PLCB1	-0.094837268	-0.424734938
PLCB2	-0.430420598	-1.02813418
PLCB3	0.316138214	-1.045109496
PLCB4	-0.181684416	-0.702109221
PLCD1	0.079354655	-0.8853758
PLCD3	-0.463090298	-0.896978242
PLCD4	-1.113217804	-1.931411016
PLCE1	-0.402738738	-0.466751303
PLCG1	-0.409429286	-0.511737441
PLCG2	0.110935546	-0.496098828
PLCH1	-0.477690472	-0.305193858
PLCH2	-0.105627658	0.243603232
PLCL1	-0.549295061	-1.158810866
PLCL2	-0.058556188	-0.736667715
PLCXD2	-0.191708362	-0.667644409
PLCXD3	0.457608578	-2.191689786
PLCZ1	0.072529436	-2.137692574
PLD1	0.148843427	-0.539856943
PLD2	-0.187848198	-0.040526162
PLD3	-0.219212314	-0.173277231
PLD4	-0.061079603	-0.472365337
PLD5	-0.361848902	-0.616085979
PLD6	-0.113596618	-0.748153665
PLEC	-0.453446925	-1.020275871
PLEK	0.001608845	0.226403651
PLEK2	0.107635093	-1.404902664
PLEKHA1	-0.174717011	-0.658843074
PLEKHA2	-0.692280631	-0.506920062
PLEKHA3	-0.61539256	-2.859068243
PLEKHA4	-0.627991898	-0.245241658
PLEKHA5	-0.323496356	-0.341357797
PLEKHA6	-0.509132239	-0.034320301
PLEKHA7	-0.293309832	-1.637068074
PLEKHA8	-0.235655605	-0.467651725
PLEKHB1	-0.706712526	-0.781986495
PLEKHB2	-0.696983396	-0.569016078
PLEKHF1	-0.759557205	-0.311867821
PLEKHF2	-0.309330418	-1.84167798
PLEKHG1	0.040946762	-0.406590139
PLEKHG2	-0.484740391	-0.901476502
PLEKHG3	0.197333427	-1.011226418
PLEKHG4	-0.598516276	-1.022967979
PLEKHG4B	0.200770596	-1.221355102
PLEKHG5	-0.04439438	-0.933931561
PLEKHG6	-0.484899472	-0.689755062
PLEKHG7	-0.213162085	-0.376286958
PLEKHH1	0.288048673	-0.958450053
PLEKHH2	-0.09639714	-0.193395708
PLEKHH3	-0.141717653	-0.643122155
PLEKHJ1	-0.447337826	-0.681967438
PLEKHM1	-0.505767616	-0.76304668
PLEKHM2	0.069825559	-0.795172028
PLEKHM3	0.053819766	-0.283253032
PLEKHN1	-0.056489869	-0.678970581
PLEKHO1	-0.524618189	-0.830492952
PLEKHO2	0.371276261	0.10063659
PLG	-0.413015704	-1.054805685
PLGLB2	-1.363254957	-1.359150559
PLIN1	-0.588668798	-1.421171982
PLIN2	-0.130912467	-0.524457199
PLIN3	-0.161657609	-0.703977765
PLIN4	-0.243926018	-1.316059781
PLIN5	0.020627955	-0.812692896
PLK1	-0.636200027	-0.976837169
PLK1S1	-0.203726261	-1.799857553
PLK2	-0.459817602	-0.273373285
PLK3	-0.509084668	-1.42880892
PLK4	-0.192459545	-0.622025771
PLLP	0.285794774	-0.73572245
PLOD1	0.224846817	0.281215417
PLOD2	-0.111260235	-0.423375957
PLOD3	-0.17193881	-1.052912415
PLP1	-0.821797552	-0.011484543
PLP2	-0.003354399	-1.072822918
PLRG1	-0.459443991	-0.242530835
PLS1	-0.297765414	-1.034465385
PLS3	0.144294965	-0.899733817
PLSCR1	-0.316647808	0.312031518
PLSCR2	-0.142596098	0.036170941
PLSCR3	0.129779682	-0.98605665
PLSCR4	-0.123899326	-0.297483874
PLSCR5	-0.286605796	-0.399885204
PLTP	-0.241316631	-1.104216187
PLVAP	0.068184885	-0.130537684
PLXDC1	0.037795732	-0.503010861
PLXDC2	0.274143611	-0.956798701
PLXNA1	0.133702967	-0.365283605
PLXNA2	-0.448653098	-0.993810487
PLXNA3	-0.046765973	-0.587394844
PLXNA4	-0.471729536	-1.236075555
PLXNB1	-0.369715226	-0.855082033
PLXNB2	0.201971084	-1.400414155
PLXNB3	0.487121341	-0.303520783
PLXNC1	-1.036336221	-0.485016731
PLXND1	-0.11470032	-1.331666827
PM20D1	-1.182668519	-3.105405681
PM20D2	-0.169520329	-0.716515614
PMAIP1	-0.325458973	-3.210264924
PMCH	-0.656910311	-0.262104248
PMEPA1	-0.268307234	-2.363536212
PMF1	-1.572857941	-1.157915797
PMFBP1	-0.082171169	0.406460039
PML	-0.442242525	-1.146873643
PMM1	0.508225194	0.613815654
PMM2	-0.879630111	-1.493400707
PMP2	0.001925618	-2.292501818
PMP22	-0.297893866	-1.002118151
PMPCA	-1.860387483	-1.155633821
PMPCB	-0.503012641	-1.402913229
PMS1	-0.430538967	-0.255733389
PMS2	-0.67555957	-0.994111209
PMVK	-1.081010753	-1.745400163
PNCK	-0.830899317	-0.719629987
PNKD	-0.330322154	-0.050157109
PNKP	-2.393394283	0.657852122
PNLIP	0.126029705	-0.680968102
PNLIPRP1	-0.031844223	-0.272033064
PNLIPRP2	0.024837524	-1.126234699
PNLIPRP3	-0.584382203	-2.846197052
PNMA1	-0.239497726	-0.92774968
PNMA2	-0.021849955	-0.794474292
PNMA3	-0.905852399	-0.930665765
PNMA5	-1.440398762	-1.44766925
PNMAL1	-0.339289515	-0.535519619
PNMAL2	-0.329635603	-0.819431925
PNMT	-0.079193544	-0.382365108
PNN	-0.928688554	-1.544569886
PNO1	-0.293016113	-0.553017017
PNOC	0.008499542	-0.284497206
PNP	-0.252855657	-0.136771604
PNPLA1	-0.455419692	-1.482679249
PNPLA2	0.032697032	0.295991757
PNPLA3	-0.592500926	-0.018086982
PNPLA4	-0.340003955	-0.16239488
PNPLA5	-0.198902928	-0.970248547
PNPLA6	-0.362987368	-2.073183854
PNPLA7	-0.098023345	-1.802507113
PNPLA8	-0.783750401	-1.20519395
PNPO	-0.609689389	-0.445866055
PNPT1	-0.715816542	-1.132578025
PNRC1	0.091084309	-1.111233763
PNRC2	-0.849523045	-1.137481884
POC1A	-0.695426243	-0.850352439
POC1B	-0.572321135	-2.533378877
POC5	-0.203077992	-0.749573625
PODN	-0.056021098	-0.974671931
PODNL1	-0.666834194	-0.963224905
PODXL	-0.540939566	-0.214074796
PODXL2	-0.032390616	-1.182389431
POF1B	-0.587936838	0.184445312
POFUT1	-0.635864785	-0.431399883
POFUT2	-0.379318736	-0.246651115
POGK	-0.402873039	-0.673982392
POGZ	-0.406163856	-2.157951272
POLA1	-0.243000642	-1.309232751
POLA2	0.21153334	-2.578088542
POLB	0.167878382	-0.15341149
POLD1	-0.271850785	-0.141749877
POLD2	-0.695215259	-1.321944156
POLD3	-0.657089445	-1.393777272
POLD4	-0.286219374	-1.922366587
POLDIP2	-0.166285439	-1.308326864
POLDIP3	-0.225625077	-0.852289813
POLE	-1.969844929	-2.066337508
POLE2	-0.932394865	-1.622167588
POLE3	-0.31354377	-0.64595399
POLE4	-0.74695137	-1.461053285
POLG	-0.803068723	-1.441574198
POLG2	-1.047803493	-3.089440781
POLH	-0.368541746	-0.565675637
POLI	-0.309918211	-1.250632906
POLK	-1.10465308	-1.655082447
POLL	-0.155660753	-1.310121123
POLM	-0.47698161	-0.849351968
POLN	-0.253414156	-0.507541923
POLQ	-0.727463536	-1.478093157
POLR1A	-0.704449299	-0.912777427
POLR1B	-0.755880951	-1.074057213
POLR1C	-1.477984254	-0.975652078
POLR1D	-0.115531855	-0.568934776
POLR1E	-0.486070181	-1.159854077
POLR2A	-0.367328378	-2.45717461
POLR2B	-0.669189489	-2.976157958
POLR2C	-1.980195518	-3.096078956
POLR2D	-1.481890391	-1.410243786
POLR2E	-1.797996635	-1.993216501
POLR2F	-1.173704522	-1.902829993
POLR2G	-1.106597612	-1.83808262
POLR2H	-0.529041761	0.904785563
POLR2I	-3.010608626	-3.431702855
POLR2J	-0.6560782	-2.611146433
POLR2K	0.048602824	-1.422401683
POLR2L	-1.620556533	-1.269557165
POLR3A	-1.44418241	-3.110857141
POLR3B	-1.198030209	-3.567924351
POLR3C	-0.290765497	-0.400519349
POLR3D	-0.703367261	-1.255336882
POLR3E	-0.550420999	-1.03990612
POLR3F	-0.61638202	-3.207740768
POLR3G	-0.784969694	-2.441720821
POLR3GL	-0.162761642	-2.404516525
POLR3H	0.024485456	0.120268166
POLR3K	-1.279386152	-0.973888235
POLRMT	0.057288297	-1.4068939
POM121	-0.729702295	-0.401534021
POM121C	-0.315663074	-1.720597823
POM121L12	-0.508677628	-1.231621197
POM121L2	0.348661562	-1.876391151
POMC	0.033644135	0.126565897
POMGNT1	-0.035334238	-1.126404761
POMP	-0.559148533	-1.553912074
POMT1	0.55137473	-0.102189705
POMT2	-0.282929768	-1.302577159
POMZP3	-0.973821911	-1.456575759
PON1	-0.345281212	-0.576940257
PON2	-0.400200716	-0.699563911
PON3	-0.415587447	-1.886815548
POP1	0.135382217	-0.14218883
POP4	-1.026303567	-0.560813285
POP5	-1.468674225	-1.356674127
POP7	-2.258199443	-2.122161176
POPDC2	-0.111500231	0.178617936
POPDC3	-0.029878979	-0.726167874
POR	-0.250191762	-0.542143025
PORCN	-0.057117965	-1.023020897
POSTN	-0.434354682	0.262614642
POT1	0.006737522	-0.885448078
POTEC	-0.09650472	-1.222390192
POTED	0.298514012	-0.484735053
POTEG	-0.971563351	-1.329250006
POU1F1	-0.323183439	-3.602638544
POU2AF1	-0.419621729	0.089589627
POU2F1	-0.077664358	-0.717046518
POU2F2	-0.392814946	-0.435179319
POU2F3	-0.266283693	0.127970633
POU3F1	0.28947648	-1.009183604
POU3F2	-0.270762996	-0.902211159
POU3F3	-0.157057209	-0.70380557
POU3F4	0.05258478	-0.974810166
POU4F1	-0.450347781	-0.560690664
POU4F2	-0.145560877	-0.955924778
POU4F3	0.315811684	-0.345818465
POU5F1	0.185258442	-0.304111118
POU5F1B	-0.382045412	0.167545128
POU5F2	-0.85298924	-0.477685842
POU6F1	-0.28237208	-0.447129432
POU6F2	-0.352366779	0.106863476
PPA1	0.051877651	-0.960514499
PPA2	-0.706280763	-0.265738887
PPAN	0.291178521	-0.628132304
PPAN-P2RY11	-0.400152749	-2.232691401
PPAP2A	-0.538192776	-1.015707931
PPAP2B	0.298105925	-2.673195995
PPAP2C	-0.060581769	-0.521028052
PPAPDC1A	-0.008697733	-0.160804493
PPAPDC1B	0.218387241	-0.138287345
PPAPDC2	-0.358887614	-0.872778595
PPAPDC3	-0.757862064	-0.420489765
PPARA	-0.067068989	0.129961344
PPARD	0.057920708	-0.136874699
PPARG	-0.948000595	-0.225560883
PPARGC1A	-0.067325395	0.698277672
PPARGC1B	-0.156868304	-0.30700753
PPAT	-0.693635039	-1.6046128
PPBP	-0.131224894	-1.07108995
PPCDC	-0.047595066	-0.939674797
PPCS	0.068084001	-0.631226359
PPDPF	-0.180279621	-1.657554621
PPEF1	-0.436754822	-1.288902603
PPEF2	-0.080132392	-1.703600308
PPFIA1	-0.147244983	-0.921675881
PPFIA2	-0.119850179	0.039083557
PPFIA3	-0.078101455	-0.753749947
PPFIA4	-0.007598185	0.644402153
PPFIBP1	0.863611789	-1.384823515
PPFIBP2	0.432729443	0.929568144
PPHLN1	-0.061126565	-2.017759259
PPIA	-0.428730853	-1.192930207
PPIAL4C	-1.028667032	-1.487504142
PPIAL4D	0.225759449	-1.217566112
PPIAL4E	-1.671097414	-0.019636192
PPIAL4G	-1.077903382	-2.401448435
PPIB	-0.449450949	0.238247224
PPIC	-0.048147503	0.181684012
PPID	0.705764535	-2.525229962
PPIE	-1.362973156	-2.244401159
PPIF	0.159607915	0.030623717
PPIG	-0.233007455	-1.91601923
PPIH	-0.817013931	-1.779088635
PPIL1	-0.216305452	0.021043374
PPIL2	-0.787237974	-1.314476764
PPIL3	-0.535309837	-0.423887103
PPIL4	-0.651103019	-1.772429948
PPIL6	-0.287553383	-0.379030806
PPIP5K1	-0.642146401	-0.242484217
PPIP5K2	-0.408779007	-1.555234765
PPL	-0.194842383	-0.269977954
PPM1A	-0.551310881	0.074970713
PPM1B	-0.29750494	-2.724109525
PPM1D	-0.232422306	-0.672815701
PPM1E	0.108220187	-0.010222974
PPM1F	-0.08933679	-0.174065534
PPM1G	-0.584617579	-1.040919843
PPM1H	-1.085661967	-0.790262458
PPM1J	-0.860035602	-1.507235965
PPM1K	0.246663264	-1.298322046
PPM1L	-0.329205954	0.406353985
PPM1M	-0.362007011	-0.442004348
PPM1N	-0.305613281	-0.805443907
PPME1	0.048413136	0.023787693
PPOX	0.02351981	-1.873994513
PPP1CA	-0.209773994	-1.748402765
PPP1CB	-1.291252745	-1.190543657
PPP1CC	-0.671407452	-1.225016151
PPP1R10	-0.583651369	-0.536773431
PPP1R11	0.28731035	-0.7364151
PPP1R12A	-0.725830117	-2.158811796
PPP1R12B	0.017004022	-0.377902721
PPP1R12C	-0.332409705	-1.278535297
PPP1R13B	-0.382694186	0.131637161
PPP1R13L	-1.023252572	-0.752538232
PPP1R14A	-0.292367455	-0.019823653
PPP1R14B	-0.178432911	-0.156331483
PPP1R14C	-0.331483211	-1.046071
PPP1R14D	-0.990584152	-1.219056936
PPP1R15A	-0.674510792	-0.549729287
PPP1R15B	-0.122630627	-0.427710599
PPP1R16A	0.260027501	0.364541296
PPP1R16B	-0.13949019	-0.247500996
PPP1R1A	-0.344633812	0.156575359
PPP1R1B	0.053690445	-0.644787903
PPP1R1C	-0.50638681	-0.130839459
PPP1R2	-1.783182622	-2.620435066
PPP1R3A	-0.541377151	-0.573020284
PPP1R3B	-0.000464755	-1.024134474
PPP1R3C	0.052835446	-0.07351437
PPP1R3D	0.235526691	0.090988015
PPP1R3E	-0.912055152	-1.142203711
PPP1R3F	-0.397265913	-0.960354523
PPP1R3G	-0.193535555	-1.236973531
PPP1R7	-0.479915825	-1.281168275
PPP1R8	-0.820212705	-1.791642002
PPP1R9A	-0.224988615	-1.429376914
PPP1R9B	-0.40508099	-0.172132139
PPP2CA	-1.135628731	-0.955222341
PPP2CB	0.171373017	-0.296081947
PPP2R1A	-1.804880932	-3.301752816
PPP2R1B	-0.368784637	-0.020625513
PPP2R2A	-0.404107681	-0.654651629
PPP2R2B	-0.21370138	-0.987440834
PPP2R2C	0.240961969	-0.955262391
PPP2R3A	-0.416575675	-0.449144698
PPP2R3C	0.049795785	-0.523021619
PPP2R4	-1.234406263	-2.240703804
PPP2R5A	0.011705295	-0.523145917
PPP2R5B	-0.216249913	-0.85489638
PPP2R5C	-0.16759228	-0.584092519
PPP2R5D	-0.370782555	-0.814728773
PPP2R5E	-0.35255565	-0.642554662
PPP3CA	-0.043546865	-1.079234937
PPP3CB	-0.231394129	-0.03119121
PPP3CC	-0.127772185	0.387216392
PPP3R1	-0.349621286	-1.428049398
PPP3R2	-0.293137347	-0.769185873
PPP4C	-1.081319609	-1.053154923
PPP4R1	-0.029974393	0.108908425
PPP4R2	-0.518910881	-0.906932596
PPP4R4	-0.213416849	-1.300149712
PPP5C	-0.501056078	0.328790578
PPP6C	-1.611482587	-1.48599716
PPRC1	-0.169548977	-0.114447681
PPT1	-0.484981667	-0.594170907
PPT2	-0.146840991	0.687524771
PPTC7	-0.249085819	-1.417455128
PPWD1	-1.139378272	-1.658995994
PPY	-0.494466077	-0.44748711
PQBP1	-0.474723672	-1.379401981
PQLC1	-0.04689031	-0.212704812
PQLC2	-0.109721898	-1.034435615
PQLC3	-0.193792268	-0.666462834
PRAC	-0.251112154	-0.2059191
PRAF2	-0.097596317	-1.138597784
PRAM1	-0.881807362	-0.052914583
PRAME	-0.571071787	-0.336251234
PRAMEF1	0.411853488	-0.202035258
PRAMEF10	0.052795006	0.441516693
PRAMEF11	-0.625679806	-1.004687473
PRAMEF12	-0.183548722	0.220580246
PRAMEF13	-0.133833653	-1.725147412
PRAMEF16	-0.528552183	-2.425364249
PRAMEF17	-1.077604928	-0.184892901
PRAMEF18	-0.010371154	-0.570305532
PRAMEF2	-0.370227088	-1.277131616
PRAMEF22	-0.94859342	-0.539473278
PRAMEF4	0.17974427	0.015592798
PRAMEF6	0.731674069	-1.505177783
PRAMEF8	-0.831213848	0.086472908
PRAP1	0.164829768	-0.880465983
PRB3	0.183652251	-0.316757292
PRB4	-0.338765786	-0.543827994
PRC1	-1.107360325	-1.354901259
PRCC	-0.27876364	-0.662176526
PRCD	-0.460923765	-0.17415182
PRCP	0.217449488	-0.04281283
PRDM1	0.116698121	0.296240715
PRDM10	-0.062863027	-0.559986285
PRDM11	-0.319217816	-0.301454767
PRDM12	-0.50099791	-1.248530212
PRDM13	0.148020555	-0.55825764
PRDM14	-0.107347692	-0.708482337
PRDM15	-0.537292708	-0.7238082
PRDM16	-0.217061299	0.271096443
PRDM2	-0.296871868	-0.589648485
PRDM4	-0.191284753	-0.556747806
PRDM5	0.209953253	-0.07502278
PRDM6	-0.243636794	-2.963995351
PRDM7	-0.447414027	-0.543692306
PRDM8	-0.75101402	-0.673017239
PRDM9	-0.345649862	-0.069084328
PRDX1	-0.104291839	-0.749103974
PRDX2	-0.490653282	-0.430733868
PRDX3	0.35309542	-0.172309496
PRDX4	-0.275606839	0.075196751
PRDX5	-0.395823012	-0.573324243
PRDX6	-0.215743437	0.077194445
PREB	-0.354387425	-0.787584546
PRELID1	-0.892609177	-1.254579024
PRELID2	0.021104328	-0.405322024
PRELP	-0.287564865	-0.59590565
PREP	0.201624592	-0.785984628
PREPL	-0.191306115	-1.125451344
PREX1	-0.517947086	-0.743102106
PREX2	-0.432948273	-0.952412615
PRF1	-0.041174127	0.992990455
PRG2	0.009733248	-0.106833974
PRG3	-0.66170675	-0.997897606
PRG4	-0.272490058	-0.886549664
PRH1	-0.267010942	0.275420362
PRH2	-0.254434538	-0.696664438
PRICKLE1	-0.748973604	-2.490562602
PRICKLE2	-0.626459762	-0.979429596
PRICKLE3	0.209809707	-0.332015309
PRICKLE4	0.043038571	-0.824265622
PRIM1	-0.522931604	-1.221023836
PRIM2	-1.750156491	-3.281790747
PRIMA1	-0.078160438	-0.844725029
PRKAA1	-0.245504453	-2.217419644
PRKAA2	-0.476328307	-0.297694369
PRKAB1	-0.32912294	-0.46630768
PRKAB2	-0.168954883	-0.990660702
PRKACA	-0.517692216	-1.119212736
PRKACB	-0.059489637	-1.151399703
PRKACG	-0.561402334	-0.81136408
PRKAG1	-0.336327882	-0.381883624
PRKAG2	-0.150549406	-0.319887033
PRKAG3	0.168979463	-0.409754251
PRKAR1A	-0.276763127	-1.219282067
PRKAR1B	0.268517335	-0.148216051
PRKAR2A	-0.330588623	-0.475503401
PRKAR2B	0.012928204	-0.185681784
PRKCA	-0.552699102	-0.426185048
PRKCB	-0.028338763	-0.473686302
PRKCD	0.023828932	-0.624176804
PRKCDBP	-0.712079839	-0.089870085
PRKCE	-0.876941961	-1.02390218
PRKCG	-0.26989674	-0.995674493
PRKCH	0.148333316	-0.653968743
PRKCI	-0.773141016	-3.095268651
PRKCQ	0.108147881	-0.380100062
PRKCSH	0.119549858	-0.245429374
PRKCZ	-0.252488841	-0.89193322
PRKD1	-0.014149073	-0.446969492
PRKD2	-0.203134045	-1.145650477
PRKD3	-0.384861359	-0.754622044
PRKDC	-0.145899395	-0.761495067
PRKG1	-0.131100662	-0.191839987
PRKG2	0.081770107	0.186675695
PRKRA	0.360132524	-1.948115081
PRKRIP1	-0.166862591	-1.18010183
PRKRIR	-0.766852343	-2.357350323
PRKX	-0.662013552	-1.183549481
PRL	0.140637221	-1.011018484
PRLH	0.648138545	-1.416829254
PRLHR	0.016060009	-0.497696255
PRLR	-0.69727535	-1.021397803
PRM1	0.041753433	-0.268327437
PRM2	0.131144751	-0.555150296
PRM3	-0.229478981	-0.163841802
PRMT1	-0.712720773	-1.62249644
PRMT10	-0.198618233	0.898423996
PRMT2	-0.06639946	-0.134381586
PRMT3	-0.035673653	-0.195195155
PRMT5	-1.121644881	-0.94999601
PRMT6	-0.57830823	-0.80040124
PRMT7	-0.546958611	-0.907811897
PRMT8	-0.162578511	-1.160240254
PRND	-0.182283633	-0.623129563
PRNP	-0.359836226	-2.148894053
PROC	-0.44360081	-1.326591349
PROCA1	-0.3170177	-0.930201752
PROCR	-0.604734665	-0.954532498
PRODH	-0.577829549	-0.666206184
PRODH2	0.461126492	-0.239370983
PROK1	-0.204643793	-0.603540882
PROK2	-0.007835266	-0.396610789
PROKR1	-0.517608063	-0.374948061
PROKR2	0.061982226	0.325334937
PROL1	-0.033502954	-2.536429596
PROM1	0.204461901	-0.525346852
PROM2	-0.532107976	-0.741663014
PROP1	-0.489987574	-0.591421074
PROS1	-0.419509946	-0.962385733
PROSC	-0.168008602	-0.333453208
PROX1	0.033397459	-0.364726677
PROX2	0.216327585	-0.445013624
PROZ	-0.340859246	-1.12720124
PRPF18	-2.41045198	-0.762396502
PRPF19	-1.007133688	-1.959827074
PRPF3	-1.01870617	-0.392555903
PRPF31	-0.157610246	-1.505342856
PRPF38A	-0.174734947	-0.215140159
PRPF38B	-1.018123729	-1.468303371
PRPF39	-0.801582339	-1.255982721
PRPF4	-1.533476379	-0.299626036
PRPF40A	-1.027699117	-2.205393362
PRPF40B	-0.454001574	-0.786048715
PRPF4B	-1.107958662	-1.272362188
PRPF6	-1.154361804	-3.565453167
PRPF8	-1.241804677	-1.17219521
PRPH	-0.373292323	0.378496964
PRPH2	-0.603480152	-1.034052299
PRPS1	-0.1159001	0.157588188
PRPS1L1	-0.159820826	-0.869999895
PRPS2	-0.013952727	-0.905243394
PRPSAP1	-0.981731101	-0.823595429
PRPSAP2	-0.444596711	-0.065893916
PRR11	-0.460743408	-1.251206612
PRR12	-0.454026574	-0.033822497
PRR13	-0.1232236	-2.616712855
PRR14	-0.12383335	-1.151481323
PRR15	-0.389110004	0.0190291
PRR15L	-0.256487163	-1.187724843
PRR16	-0.246425228	-1.450720488
PRR18	-0.078913469	-0.363744025
PRR19	-0.040572785	0.143602026
PRR21	0.166136722	-0.914967057
PRR22	-0.450256894	-0.691883652
PRR23A	-0.771803524	-0.102154639
PRR23B	0.040508777	-1.294616581
PRR23C	-0.671901763	-0.455710614
PRR24	0.206916892	-1.193936188
PRR25	-0.817274157	-0.38970362
PRR3	-0.226245852	-0.758747558
PRR4	-0.255137795	-0.31221396
PRR5	-0.194886169	-0.403489981
PRR5-ARHGAP8	0.326711544	-0.959074017
PRR5L	0.184273765	-2.774568886
PRR7	-0.356426125	-0.966976966
PRRC1	-0.228834192	-0.051047699
PRRG1	-0.863738585	0.008538788
PRRG2	-0.42381056	-1.160540155
PRRG3	-0.21156982	-0.688985815
PRRG4	0.118046822	0.262024811
PRRT1	-0.128027717	-0.492814581
PRRT2	-0.30185814	-0.094309139
PRRT3	-0.35229352	-0.079141831
PRRT4	-0.195584523	-0.634975621
PRRX1	-0.321331484	-1.517851415
PRRX2	1.133527846	-0.665092717
PRSS1	-0.188124437	-1.439166346
PRSS12	0.11112276	-0.570684484
PRSS16	-0.439908546	-1.034656093
PRSS21	-0.295195319	-0.657456131
PRSS22	-0.380523361	0.446462377
PRSS23	-0.207052188	-1.453844728
PRSS27	0.073663892	-2.315861676
PRSS3	-0.562831148	-0.731640992
PRSS33	0.194563033	-0.406812002
PRSS35	-0.491114424	-0.014803078
PRSS36	-0.245465517	-0.359924639
PRSS37	0.382072704	-0.63248803
PRSS38	-0.403877243	-0.672546777
PRSS42	-0.530539579	-0.256651646
PRSS45	-0.336284197	0.416883898
PRSS48	-0.380673781	-0.421676169
PRSS50	-0.22375675	-0.253150728
PRSS53	-0.268726329	0.127048078
PRSS54	-0.287501513	-0.978471816
PRSS55	-0.148863386	-1.031007282
PRSS8	-0.609543897	-0.227300395
PRTFDC1	0.113531782	-0.730602514
PRTG	-0.966525325	-0.394000253
PRTN3	-0.416679779	-0.95900804
PRUNE	-0.482067535	-2.615090153
PRUNE2	0.009155465	-0.403520593
PRX	-0.566648503	-0.131062151
PRY2	0.371477684	-0.448069835
PSAP	-0.630882357	-1.592831339
PSAPL1	-0.717600464	-1.854050356
PSAT1	-0.049843229	-0.038972046
PSCA	-0.00705811	-1.590923188
PSD	-0.0372465	-0.184913739
PSD2	-0.166567652	-0.179228982
PSD3	-0.364694399	-1.596438129
PSD4	-0.055142339	-0.615170414
PSEN1	-0.662553778	-1.250857543
PSEN2	-0.002328712	-0.622261432
PSENEN	-0.920306317	-1.227221787
PSG1	0.104513909	0.89882755
PSG11	0.348150655	0.709900036
PSG2	0.119661077	0.10484884
PSG3	-0.067854492	-1.150145741
PSG4	0.130522655	-0.114785079
PSG5	-0.596212448	-0.65323528
PSG6	0.122335916	0.39764222
PSG8	-0.378154397	-0.68069755
PSG9	-0.032921274	-0.799089294
PSIP1	-0.24908345	-1.221622642
PSKH1	-0.272289292	-0.740529134
PSKH2	-0.55216507	-1.260535924
PSMA1	-0.287868216	-0.169206164
PSMA2	-0.321529677	-2.76960186
PSMA3	0.202273774	-0.15999061
PSMA4	-0.616381714	-2.579513595
PSMA5	-2.34933118	-3.188985169
PSMA6	-1.571958812	-3.249124279
PSMA7	-1.378522916	-1.711947258
PSMA8	-0.625723558	-2.014255874
PSMB1	-0.781151174	-1.909746605
PSMB10	-0.43776049	-0.766076793
PSMB11	0.328163861	0.01446616
PSMB2	-1.071702261	-1.278686382
PSMB3	-0.932845182	-2.990225439
PSMB4	-1.355212359	-1.369534269
PSMB5	-2.228360003	-1.763766311
PSMB6	-2.618055071	-2.41604714
PSMB7	-2.053179956	-2.151032119
PSMB8	-0.65553587	-0.937450907
PSMB9	-0.651715936	-1.75028456
PSMC1	-0.775582842	-2.277212106
